"visit_id","user_id","visit_start_time","page_views","cart_adds","purchase","campaign_name","impression","click","cart_items"
"5ab2ad",79,"2020-03-08 06:45:25.782936",9,3,1,"Half Off - Treat Your Shellf(ish)",0,0,"Salmon, Abalone, Lobster"
"81a473",79,"2020-02-11 16:10:36.519034",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"81c30e",79,"2020-02-22 18:40:24.137273",9,4,1,"Half Off - Treat Your Shellf(ish)",0,0,"Kingfish, Russian Caviar, Lobster, Oyster"
"846891",79,"2020-02-22 05:45:01.176604",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"c7b2d0",79,"2020-02-11 13:29:14.625533",9,3,1,"Half Off - Treat Your Shellf(ish)",0,0,"Kingfish, Crab, Oyster"
"097ccd",80,"2020-03-02 08:52:03.086217",9,6,1,"Half Off - Treat Your Shellf(ish)",1,1,"Kingfish, Tuna, Russian Caviar, Abalone, Lobster, Crab"
"146a34",80,"2020-03-01 19:35:07.292728",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"1526dd",80,"2020-01-22 16:02:29.543943",8,3,0,"25% Off - Living The Lux Life",0,0,"Kingfish, Black Truffle, Abalone"
"461132",80,"2020-01-22 14:09:37.899444",8,5,1,"25% Off - Living The Lux Life",1,0,"Tuna, Russian Caviar, Black Truffle, Lobster, Oyster"
"64ee48",80,"2020-02-08 14:54:40.569976",8,1,1,"Half Off - Treat Your Shellf(ish)",0,0,"Black Truffle"
"b61938",80,"2020-03-15 06:43:06.511192",7,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"cbae5a",80,"2020-03-01 14:51:33.930169",7,2,0,"Half Off - Treat Your Shellf(ish)",0,0,"Russian Caviar, Black Truffle"
"d33e4d",80,"2020-02-08 07:23:03.064163",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"d75cfd",80,"2020-03-02 13:01:25.276251",8,1,1,"Half Off - Treat Your Shellf(ish)",0,0,"Black Truffle"
"f991f6",80,"2020-03-15 11:58:04.671323",9,6,1,"Half Off - Treat Your Shellf(ish)",1,1,"Kingfish, Tuna, Russian Caviar, Black Truffle, Lobster, Crab"
"2e463f",81,"2020-04-20 16:53:42.272904",10,2,1,NULL,0,0,"Russian Caviar, Crab"
"33aefa",81,"2020-04-20 15:41:57.426204",1,0,0,NULL,0,0,NULL
"349221",81,"2020-04-04 02:25:11.788863",9,3,1,NULL,0,0,"Kingfish, Crab, Oyster"
"39784e",81,"2020-03-01 13:41:00.091019",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"5768c5",81,"2020-03-01 16:13:37.673589",10,4,0,"Half Off - Treat Your Shellf(ish)",0,0,"Salmon, Russian Caviar, Crab, Oyster"
"748e63",81,"2020-03-20 22:56:22.396297",8,3,0,"Half Off - Treat Your Shellf(ish)",0,0,"Kingfish, Russian Caviar, Crab"
"a3a4a7",81,"2020-04-04 20:29:51.702352",11,6,0,NULL,1,1,"Salmon, Tuna, Russian Caviar, Abalone, Crab, Oyster"
"c3019e",81,"2020-02-26 08:36:20.44342",9,1,1,"Half Off - Treat Your Shellf(ish)",0,0,"Black Truffle"
"cf056d",81,"2020-03-20 00:09:37.662987",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"ef4e67",81,"2020-02-26 03:14:57.548363",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"040d1b",82,"2020-01-26 11:08:45.052121",6,2,1,"25% Off - Living The Lux Life",0,0,"Lobster, Oyster"
"532dcf",82,"2020-02-09 17:46:08.32174",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"5d2e60",82,"2020-01-26 13:29:54.825679",1,0,0,"25% Off - Living The Lux Life",0,0,NULL
"65198d",82,"2020-01-12 02:17:53.018711",1,0,0,"BOGOF - Fishing For Compliments",0,0,NULL
"d430e2",82,"2020-01-12 21:11:42.983532",10,1,0,"BOGOF - Fishing For Compliments",0,0,"Oyster"
"d7c1d2",82,"2020-02-06 17:17:34.595086",7,5,1,"Half Off - Treat Your Shellf(ish)",1,1,"Kingfish, Russian Caviar, Black Truffle, Abalone, Crab"
"dbec70",82,"2020-02-06 13:19:21.900236",3,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"eff6f3",82,"2020-02-09 02:19:36.775323",3,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"495850",83,"2020-03-08 16:26:13.366423",5,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"56dbbd",83,"2020-02-28 14:47:40.313062",7,5,1,"Half Off - Treat Your Shellf(ish)",1,1,"Salmon, Tuna, Abalone, Lobster, Oyster"
"6a39e4",83,"2020-03-05 00:57:55.799998",7,1,1,"Half Off - Treat Your Shellf(ish)",0,0,"Tuna"
"7b0a2b",83,"2020-03-08 22:25:14.149037",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"d41f51",83,"2020-02-28 17:46:54.397531",9,2,1,"Half Off - Treat Your Shellf(ish)",0,0,"Salmon, Oyster"
"e08cf1",83,"2020-03-05 14:30:30.465015",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"1b088c",84,"2020-03-21 23:13:54.441161",8,4,0,"Half Off - Treat Your Shellf(ish)",0,0,"Black Truffle, Abalone, Lobster, Crab"
"3c3400",84,"2020-03-21 19:18:52.156515",9,6,1,"Half Off - Treat Your Shellf(ish)",1,1,"Salmon, Tuna, Russian Caviar, Black Truffle, Lobster, Oyster"
"995269",84,"2020-04-04 04:20:09.124163",9,5,1,NULL,1,1,"Salmon, Kingfish, Tuna, Russian Caviar, Black Truffle"
"a32a48",84,"2020-04-28 14:06:54.594146",8,5,0,NULL,1,0,"Salmon, Tuna, Abalone, Lobster, Crab"
"a782f3",84,"2020-02-23 15:03:14.32883",7,2,1,"Half Off - Treat Your Shellf(ish)",0,0,"Tuna, Crab"
"e5031e",84,"2020-02-23 04:18:08.061773",6,2,1,"Half Off - Treat Your Shellf(ish)",1,0,"Salmon, Crab"
"f22908",84,"2020-04-28 15:34:09.232442",9,5,1,NULL,0,0,"Salmon, Kingfish, Lobster, Crab, Oyster"
"f387d0",84,"2020-04-04 20:46:16.370255",6,3,1,NULL,0,0,"Salmon, Kingfish, Abalone"
"084648",85,"2020-02-26 02:20:09.296572",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"4832e9",85,"2020-03-02 02:42:45.632725",8,1,1,"Half Off - Treat Your Shellf(ish)",0,0,"Crab"
"990b01",85,"2020-02-14 03:21:11.283815",6,2,1,"Half Off - Treat Your Shellf(ish)",1,0,"Salmon, Russian Caviar"
"b10541",85,"2020-02-20 19:39:29.438524",7,2,0,"Half Off - Treat Your Shellf(ish)",0,0,"Abalone, Oyster"
"c350e1",85,"2020-02-20 20:24:47.242003",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"d0c1c1",85,"2020-02-14 18:27:26.379042",6,2,1,"Half Off - Treat Your Shellf(ish)",0,0,"Russian Caviar, Abalone"
"ecafd2",85,"2020-02-26 22:13:21.695928",8,1,1,"Half Off - Treat Your Shellf(ish)",0,0,"Salmon"
"f174df",85,"2020-03-02 20:52:44.924797",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"1abb17",86,"2020-03-25 11:43:44.925519",10,8,0,"Half Off - Treat Your Shellf(ish)",1,1,"Salmon, Kingfish, Tuna, Russian Caviar, Black Truffle, Abalone, Lobster, Crab"
"25e43f",86,"2020-04-17 18:35:19.158441",5,2,1,NULL,0,0,"Black Truffle, Abalone"
"408fa3",86,"2020-02-25 08:58:51.349844",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"9a7c7d",86,"2020-01-13 13:05:27.255241",1,0,0,"BOGOF - Fishing For Compliments",0,0,NULL
"bb518f",86,"2020-03-25 04:14:47.282679",7,5,0,"Half Off - Treat Your Shellf(ish)",0,0,"Salmon, Kingfish, Russian Caviar, Black Truffle, Oyster"
"bfeac4",86,"2020-02-25 18:08:42.515534",5,1,1,"Half Off - Treat Your Shellf(ish)",0,0,"Abalone"
"c44914",86,"2020-02-03 07:08:44.148008",7,3,1,"Half Off - Treat Your Shellf(ish)",1,1,"Russian Caviar, Black Truffle, Oyster"
"e28f11",86,"2020-04-17 21:09:57.484537",8,4,1,NULL,1,1,"Tuna, Lobster, Crab, Oyster"
"ef9581",86,"2020-01-13 15:48:05.830246",7,1,0,"BOGOF - Fishing For Compliments",0,0,"Abalone"
"fe5665",86,"2020-02-03 10:39:09.323217",7,3,1,"Half Off - Treat Your Shellf(ish)",0,0,"Lobster, Crab, Oyster"
"14deb0",87,"2020-01-15 11:12:13.67639",1,0,0,"25% Off - Living The Lux Life",0,0,NULL
"3df9e6",87,"2020-01-15 11:41:11.371221",6,3,0,"25% Off - Living The Lux Life",0,0,"Kingfish, Tuna, Abalone"
"487859",87,"2020-01-22 06:30:29.254813",5,0,0,"25% Off - Living The Lux Life",0,0,NULL
"f70799",87,"2020-01-22 12:35:42.412451",1,0,0,"25% Off - Living The Lux Life",0,0,NULL
"0b52cf",88,"2020-02-01 04:07:18.113606",9,6,1,"Half Off - Treat Your Shellf(ish)",1,1,"Salmon, Black Truffle, Abalone, Lobster, Crab, Oyster"
"4a50dc",88,"2020-01-19 08:52:02.873468",4,2,1,"25% Off - Living The Lux Life",1,0,"Kingfish, Tuna"
"5da69f",88,"2020-01-19 05:57:05.826705",8,3,1,"25% Off - Living The Lux Life",0,0,"Salmon, Abalone, Crab"
"6116aa",88,"2020-02-06 07:13:30.864977",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"73fe14",88,"2020-02-01 20:36:33.126351",8,4,1,"Half Off - Treat Your Shellf(ish)",0,0,"Tuna, Russian Caviar, Abalone, Oyster"
"80e844",88,"2020-02-06 18:47:50.15572",9,5,1,"Half Off - Treat Your Shellf(ish)",0,0,"Salmon, Russian Caviar, Black Truffle, Lobster, Oyster"
"186652",89,"2020-01-24 23:42:30.159932",9,5,1,"25% Off - Living The Lux Life",1,1,"Kingfish, Tuna, Russian Caviar, Abalone, Crab"
"77d8ff",89,"2020-01-07 05:48:16.414168",6,2,0,"BOGOF - Fishing For Compliments",0,0,"Tuna, Oyster"
"98e5f1",89,"2020-01-07 19:53:48.620932",8,5,1,"BOGOF - Fishing For Compliments",1,1,"Kingfish, Tuna, Russian Caviar, Black Truffle, Oyster"
"dbdada",89,"2020-01-24 20:53:37.844972",4,0,0,"25% Off - Living The Lux Life",0,0,NULL
"15b992",90,"2020-02-28 07:48:45.82084",10,6,1,"Half Off - Treat Your Shellf(ish)",1,1,"Salmon, Kingfish, Tuna, Abalone, Crab, Oyster"
"1a3180",90,"2020-02-28 19:12:12.675389",9,3,1,"Half Off - Treat Your Shellf(ish)",0,0,"Salmon, Abalone, Lobster"
"43e687",90,"2020-03-09 02:29:32.493871",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"a93653",90,"2020-02-17 12:27:19.401101",8,4,1,"Half Off - Treat Your Shellf(ish)",1,1,"Salmon, Black Truffle, Abalone, Lobster"
"aca7ca",90,"2020-02-17 01:47:43.291394",6,3,0,"Half Off - Treat Your Shellf(ish)",0,0,"Kingfish, Tuna, Black Truffle"
"f83715",90,"2020-03-09 14:30:40.264295",6,1,0,"Half Off - Treat Your Shellf(ish)",0,0,"Oyster"
"128c07",91,"2020-01-09 04:03:13.224744",5,3,0,"BOGOF - Fishing For Compliments",0,0,"Salmon, Russian Caviar, Black Truffle"
"2af3ca",91,"2020-02-04 23:27:47.297605",8,2,1,"Half Off - Treat Your Shellf(ish)",0,0,"Lobster, Crab"
"335605",91,"2020-02-24 20:38:11.158464",10,2,1,"Half Off - Treat Your Shellf(ish)",0,0,"Black Truffle, Oyster"
"76795b",91,"2020-01-09 02:07:59.97309",1,0,0,"BOGOF - Fishing For Compliments",0,0,NULL
"95fef1",91,"2020-02-04 13:00:48.343667",10,7,1,"Half Off - Treat Your Shellf(ish)",1,1,"Kingfish, Tuna, Russian Caviar, Black Truffle, Abalone, Lobster, Crab"
"fd3053",91,"2020-02-24 17:27:00.93102",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"3fcea5",92,"2020-03-06 22:56:57.048294",6,1,1,"Half Off - Treat Your Shellf(ish)",0,0,"Tuna"
"5afff7",92,"2020-03-06 11:20:05.533635",6,2,1,"Half Off - Treat Your Shellf(ish)",1,0,"Black Truffle, Lobster"
"7fad5a",92,"2020-02-12 04:36:07.718971",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"a8f291",92,"2020-02-12 08:54:56.8024",8,4,1,"Half Off - Treat Your Shellf(ish)",0,0,"Kingfish, Tuna, Black Truffle, Oyster"
"1579b0",93,"2020-01-15 05:44:08.484717",6,5,0,"25% Off - Living The Lux Life",0,0,"Salmon, Kingfish, Abalone, Lobster, Crab"
"192e64",93,"2020-01-15 04:16:22.395353",1,0,0,"25% Off - Living The Lux Life",0,0,NULL
"4bb87f",93,"2020-02-17 15:10:20.177399",8,2,1,"Half Off - Treat Your Shellf(ish)",0,0,"Tuna, Russian Caviar"
"a99fcd",93,"2020-02-07 13:07:01.955826",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"ac5005",93,"2020-02-07 01:10:45.856591",8,4,1,"Half Off - Treat Your Shellf(ish)",0,0,"Russian Caviar, Abalone, Crab, Oyster"
"e8175f",93,"2020-02-17 06:53:48.138425",10,7,1,"Half Off - Treat Your Shellf(ish)",1,1,"Salmon, Kingfish, Russian Caviar, Black Truffle, Abalone, Lobster, Oyster"
"0a9220",94,"2020-03-22 18:33:53.110616",7,2,0,"Half Off - Treat Your Shellf(ish)",0,0,"Russian Caviar, Lobster"
"2c2914",94,"2020-02-24 09:15:01.220743",8,5,1,"Half Off - Treat Your Shellf(ish)",1,1,"Kingfish, Tuna, Russian Caviar, Lobster, Crab"
"39fa1a",94,"2020-03-22 16:27:24.943321",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"454863",94,"2020-02-19 23:49:21.185056",10,5,1,"Half Off - Treat Your Shellf(ish)",0,0,"Salmon, Kingfish, Tuna, Russian Caviar, Crab"
"82a2de",94,"2020-02-24 12:33:28.019662",5,2,0,"Half Off - Treat Your Shellf(ish)",0,0,"Abalone, Crab"
"89e526",94,"2020-02-19 06:35:33.040444",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"c1d7b2",94,"2020-03-20 22:00:23.979236",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"cba960",94,"2020-03-20 15:15:48.735698",9,3,1,"Half Off - Treat Your Shellf(ish)",0,0,"Russian Caviar, Black Truffle, Abalone"
"12634c",95,"2020-02-08 19:03:34.893581",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"14229b",95,"2020-02-15 10:50:09.294269",7,5,1,"Half Off - Treat Your Shellf(ish)",0,0,"Salmon, Kingfish, Tuna, Russian Caviar, Oyster"
"18373b",95,"2020-02-20 08:08:29.937897",5,1,1,"Half Off - Treat Your Shellf(ish)",0,0,"Oyster"
"66c233",95,"2020-02-15 05:50:38.797765",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"cef10e",95,"2020-02-20 03:26:30.319853",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"e3ad1f",95,"2020-02-08 16:36:28.968193",10,4,1,"Half Off - Treat Your Shellf(ish)",0,0,"Kingfish, Tuna, Russian Caviar, Oyster"
"091b31",96,"2020-01-18 22:41:57.053561",8,2,0,"25% Off - Living The Lux Life",0,0,"Tuna, Russian Caviar"
"2e80a3",96,"2020-02-22 14:55:28.703002",7,5,1,"Half Off - Treat Your Shellf(ish)",1,1,"Salmon, Kingfish, Russian Caviar, Crab, Oyster"
"6b99c0",96,"2020-01-18 16:13:31.886167",1,0,0,"25% Off - Living The Lux Life",0,0,NULL
"77ed1c",96,"2020-02-04 14:59:46.119345",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"d24165",96,"2020-02-22 11:03:05.443108",4,2,0,"Half Off - Treat Your Shellf(ish)",0,0,"Russian Caviar, Black Truffle"
"fef57f",96,"2020-02-04 05:24:47.264107",7,1,0,"Half Off - Treat Your Shellf(ish)",0,0,"Russian Caviar"
"1b4359",97,"2020-01-23 11:44:48.301149",9,5,1,"25% Off - Living The Lux Life",1,1,"Salmon, Kingfish, Black Truffle, Abalone, Lobster"
"65942f",97,"2020-01-20 04:36:15.232539",9,6,1,"25% Off - Living The Lux Life",1,1,"Salmon, Kingfish, Tuna, Russian Caviar, Black Truffle, Crab"
"757164",97,"2020-01-23 21:41:20.505191",6,3,0,"25% Off - Living The Lux Life",0,0,"Kingfish, Tuna, Abalone"
"8ed749",97,"2020-02-14 01:34:31.197186",8,5,1,"Half Off - Treat Your Shellf(ish)",1,1,"Salmon, Tuna, Black Truffle, Abalone, Lobster"
"932bad",97,"2020-02-10 03:48:30.882174",7,1,1,"Half Off - Treat Your Shellf(ish)",0,0,"Russian Caviar"
"abd783",97,"2020-02-15 11:33:42.84158",10,7,1,"Half Off - Treat Your Shellf(ish)",0,0,"Salmon, Kingfish, Tuna, Abalone, Lobster, Crab, Oyster"
"b00f4d",97,"2020-02-14 13:30:02.448768",6,2,1,"Half Off - Treat Your Shellf(ish)",0,0,"Russian Caviar, Oyster"
"c172c5",97,"2020-02-15 05:29:01.915997",3,0,0,"Half Off - Treat Your Shellf(ish)",1,0,NULL
"cc1f4d",97,"2020-02-10 06:55:51.018722",10,7,1,"Half Off - Treat Your Shellf(ish)",1,1,"Salmon, Kingfish, Tuna, Black Truffle, Abalone, Crab, Oyster"
"cda04b",97,"2020-01-23 09:29:33.548524",1,0,0,"25% Off - Living The Lux Life",0,0,NULL
"ce36ed",97,"2020-01-20 03:15:04.940018",5,0,0,"25% Off - Living The Lux Life",0,0,NULL
"e51324",97,"2020-01-23 07:29:17.213599",7,4,0,"25% Off - Living The Lux Life",0,0,"Salmon, Kingfish, Abalone, Lobster"
"135a9c",98,"2020-02-02 12:44:37.246969",8,3,0,"Half Off - Treat Your Shellf(ish)",0,0,"Abalone, Crab, Oyster"
"177ca6",98,"2020-03-17 16:55:15.573934",5,2,0,"Half Off - Treat Your Shellf(ish)",0,0,"Tuna, Russian Caviar"
"330c97",98,"2020-02-02 14:52:41.706445",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"4e4c6c",98,"2020-02-11 22:44:57.851136",7,2,0,"Half Off - Treat Your Shellf(ish)",0,0,"Russian Caviar, Abalone"
"557d60",98,"2020-02-11 01:41:54.8323",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"6486f3",98,"2020-02-16 08:33:33.569771",8,5,0,"Half Off - Treat Your Shellf(ish)",0,0,"Salmon, Tuna, Russian Caviar, Crab, Oyster"
"6de727",98,"2020-03-17 14:37:47.272255",10,7,1,"Half Off - Treat Your Shellf(ish)",1,1,"Salmon, Tuna, Russian Caviar, Abalone, Lobster, Crab, Oyster"
"7c5d4e",98,"2020-02-16 21:12:51.495689",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"9be766",98,"2020-03-11 13:14:21.413038",10,5,1,"Half Off - Treat Your Shellf(ish)",0,0,"Kingfish, Tuna, Russian Caviar, Crab, Oyster"
"a60982",98,"2020-01-11 10:18:07.236879",9,5,0,"BOGOF - Fishing For Compliments",0,0,"Salmon, Russian Caviar, Black Truffle, Lobster, Crab"
"b6c7fa",98,"2020-03-11 13:58:14.785732",10,5,1,"Half Off - Treat Your Shellf(ish)",1,1,"Kingfish, Abalone, Lobster, Crab, Oyster"
"fe4d22",98,"2020-01-11 11:07:42.94912",1,0,0,"BOGOF - Fishing For Compliments",0,0,NULL
"484cf5",99,"2020-03-06 20:50:11.934233",8,2,1,"Half Off - Treat Your Shellf(ish)",0,0,"Salmon, Abalone"
"5e7c37",99,"2020-02-22 23:09:12.213958",9,6,1,"Half Off - Treat Your Shellf(ish)",1,1,"Kingfish, Russian Caviar, Black Truffle, Abalone, Crab, Oyster"
"6a0c71",99,"2020-03-31 15:19:34.027191",6,1,1,NULL,0,0,"Tuna"
"c63eff",99,"2020-04-21 13:02:43.072786",8,3,1,NULL,0,0,"Salmon, Kingfish, Oyster"
"d85126",99,"2020-03-06 08:32:24.213319",8,6,1,"Half Off - Treat Your Shellf(ish)",1,1,"Kingfish, Tuna, Russian Caviar, Abalone, Crab, Oyster"
"dec8c8",99,"2020-02-22 01:37:59.743351",7,3,1,"Half Off - Treat Your Shellf(ish)",0,0,"Black Truffle, Abalone, Lobster"
"e5c62f",99,"2020-03-31 16:38:55.206271",4,2,1,NULL,1,0,"Abalone, Lobster"
"fd1ad5",99,"2020-04-21 08:37:51.854263",1,0,0,NULL,0,0,NULL
"047c7f",100,"2020-01-19 03:37:52.622536",9,4,1,"25% Off - Living The Lux Life",0,0,"Kingfish, Tuna, Russian Caviar, Black Truffle"
"0b12cf",100,"2020-02-03 04:46:49.903552",7,2,0,"Half Off - Treat Your Shellf(ish)",0,0,"Tuna, Russian Caviar"
"17b4c8",100,"2020-01-19 08:37:44.68344",1,0,0,"25% Off - Living The Lux Life",0,0,NULL
"a6af19",100,"2020-02-03 06:50:05.932128",10,8,1,"Half Off - Treat Your Shellf(ish)",1,1,"Salmon, Kingfish, Russian Caviar, Black Truffle, Abalone, Lobster, Crab, Oyster"
"00b0a0",101,"2020-05-17 06:29:28.529595",7,3,1,NULL,0,0,"Tuna, Lobster, Crab"
"0898cd",101,"2020-04-16 00:57:41.894572",1,0,0,NULL,0,0,NULL
"194935",101,"2020-02-28 10:21:30.102972",7,1,1,"Half Off - Treat Your Shellf(ish)",0,0,"Kingfish"
"1b012a",101,"2020-03-25 03:03:36.263309",9,7,1,"Half Off - Treat Your Shellf(ish)",1,1,"Kingfish, Tuna, Russian Caviar, Black Truffle, Abalone, Crab, Oyster"
"2e6018",101,"2020-02-28 22:16:49.416448",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"46d8bf",101,"2020-03-25 23:33:08.940034",4,1,1,"Half Off - Treat Your Shellf(ish)",0,0,"Salmon"
"592f6f",101,"2020-05-17 05:36:17.262978",10,7,1,NULL,1,1,"Salmon, Kingfish, Tuna, Black Truffle, Lobster, Crab, Oyster"
"78bf1d",101,"2020-04-28 06:04:25.847287",7,1,1,NULL,0,0,"Russian Caviar"
"82bef2",101,"2020-04-16 08:16:30.020516",6,2,0,NULL,0,0,"Kingfish, Abalone"
"e31f7b",101,"2020-04-28 16:57:19.631223",1,0,0,NULL,0,0,NULL
"07b183",102,"2020-02-27 11:16:59.288034",10,7,1,"Half Off - Treat Your Shellf(ish)",1,1,"Salmon, Kingfish, Russian Caviar, Black Truffle, Abalone, Lobster, Crab"
"3ac3eb",102,"2020-02-04 11:21:46.225066",7,2,1,"Half Off - Treat Your Shellf(ish)",0,0,"Tuna, Crab"
"41a8f4",102,"2020-03-05 16:44:35.719506",5,1,0,"Half Off - Treat Your Shellf(ish)",0,0,"Crab"
"4c4587",102,"2020-02-15 08:57:55.473109",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"7134f9",102,"2020-02-15 17:08:09.036256",10,4,1,"Half Off - Treat Your Shellf(ish)",0,0,"Russian Caviar, Abalone, Crab, Oyster"
"7787c4",102,"2020-01-23 07:21:02.00449",5,1,0,"25% Off - Living The Lux Life",0,0,"Salmon"
"99a723",102,"2020-03-05 20:04:31.685037",8,5,1,"Half Off - Treat Your Shellf(ish)",1,1,"Kingfish, Tuna, Russian Caviar, Black Truffle, Abalone"
"b7a4c3",102,"2020-01-23 02:00:23.30213",1,0,0,"25% Off - Living The Lux Life",0,0,NULL
"eba54d",102,"2020-02-04 18:12:40.972615",9,5,1,"Half Off - Treat Your Shellf(ish)",1,1,"Salmon, Black Truffle, Abalone, Lobster, Oyster"
"fb806b",102,"2020-02-27 00:42:27.311429",7,2,1,"Half Off - Treat Your Shellf(ish)",0,0,"Black Truffle, Oyster"
"029338",103,"2020-01-27 13:03:09.80694",11,4,0,"25% Off - Living The Lux Life",0,0,"Salmon, Tuna, Russian Caviar, Crab"
"3519b5",103,"2020-01-12 05:30:02.905285",10,1,1,"BOGOF - Fishing For Compliments",0,0,"Abalone"
"553aa6",103,"2020-02-26 15:56:51.245011",8,2,1,"Half Off - Treat Your Shellf(ish)",0,0,"Russian Caviar, Oyster"
"b14cb3",103,"2020-02-20 23:13:18.816384",10,8,1,"Half Off - Treat Your Shellf(ish)",1,1,"Salmon, Kingfish, Tuna, Russian Caviar, Black Truffle, Abalone, Crab, Oyster"
"b1a4f9",103,"2020-02-26 09:15:57.823499",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"bf9c50",103,"2020-01-12 09:22:15.055004",1,0,0,"BOGOF - Fishing For Compliments",0,0,NULL
"c83b31",103,"2020-02-20 14:56:18.693357",8,2,1,"Half Off - Treat Your Shellf(ish)",0,0,"Kingfish, Russian Caviar"
"f7d4dd",103,"2020-01-27 21:02:51.340096",9,4,1,"25% Off - Living The Lux Life",1,1,"Russian Caviar, Black Truffle, Lobster, Oyster"
"4d2e8d",104,"2020-03-03 17:32:51.687829",8,6,1,"Half Off - Treat Your Shellf(ish)",1,1,"Salmon, Kingfish, Tuna, Russian Caviar, Black Truffle, Abalone"
"659d4b",104,"2020-02-18 22:15:20.605975",4,1,0,"Half Off - Treat Your Shellf(ish)",0,0,"Kingfish"
"dbd30c",104,"2020-03-03 16:15:54.621036",5,1,0,"Half Off - Treat Your Shellf(ish)",0,0,"Black Truffle"
"ee0c78",104,"2020-02-18 12:13:54.542105",8,5,1,"Half Off - Treat Your Shellf(ish)",1,1,"Russian Caviar, Black Truffle, Lobster, Crab, Oyster"
"359949",105,"2020-02-23 00:57:28.727857",7,3,1,"Half Off - Treat Your Shellf(ish)",1,1,"Tuna, Abalone, Oyster"
"468e1f",105,"2020-03-01 23:45:04.72468",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"7603f4",105,"2020-02-21 03:45:33.399166",9,5,1,"Half Off - Treat Your Shellf(ish)",1,1,"Salmon, Kingfish, Tuna, Lobster, Oyster"
"915596",105,"2020-02-23 13:06:08.290694",6,4,0,"Half Off - Treat Your Shellf(ish)",0,0,"Tuna, Lobster, Crab, Oyster"
"bf771e",105,"2020-02-21 13:53:03.962637",7,3,0,"Half Off - Treat Your Shellf(ish)",0,0,"Salmon, Kingfish, Crab"
"e3b4dc",105,"2020-03-01 09:22:42.978621",7,3,0,"Half Off - Treat Your Shellf(ish)",0,0,"Russian Caviar, Black Truffle, Crab"
"8a0e08",106,"2020-04-05 13:32:58.679439",8,2,1,NULL,0,0,"Kingfish, Tuna"
"8b008f",106,"2020-03-30 06:59:32.33089",11,8,1,"Half Off - Treat Your Shellf(ish)",1,1,"Salmon, Kingfish, Tuna, Russian Caviar, Black Truffle, Abalone, Lobster, Oyster"
"b41d80",106,"2020-03-18 17:07:34.035733",11,7,1,"Half Off - Treat Your Shellf(ish)",1,1,"Salmon, Kingfish, Tuna, Russian Caviar, Abalone, Lobster, Crab"
"c4174a",106,"2020-04-05 09:16:59.72615",10,7,1,NULL,1,1,"Salmon, Kingfish, Tuna, Russian Caviar, Black Truffle, Crab, Oyster"
"c8ed8d",106,"2020-02-23 20:23:31.898901",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"e9ac65",106,"2020-03-18 06:05:38.039156",6,1,1,"Half Off - Treat Your Shellf(ish)",0,0,"Salmon"
"ecba25",106,"2020-02-23 17:31:57.71339",7,2,1,"Half Off - Treat Your Shellf(ish)",0,0,"Kingfish, Oyster"
