"user_id","visit_id","event_name","sequence_number","event_time","page_name","product_category"
50,"14252c","Page View",1,"2020-02-26 01:20:35.981486","Home Page",NULL
50,"14252c","Page View",2,"2020-02-26 01:20:50.534289","All Products",NULL
50,"14252c","Page View",3,"2020-02-26 01:21:23.53778","Kingfish","Fish"
50,"14252c","Page View",4,"2020-02-26 01:22:01.763268","Tuna","Fish"
50,"14252c","Page View",5,"2020-02-26 01:22:56.91718","Black Truffle","Luxury"
50,"14252c","Add to Cart",6,"2020-02-26 01:23:21.325683","Black Truffle","Luxury"
50,"14252c","Page View",7,"2020-02-26 01:23:55.116784","Crab","Shellfish"
50,"14252c","Add to Cart",8,"2020-02-26 01:24:31.43768","Crab","Shellfish"
50,"14252c","Page View",9,"2020-02-26 01:24:41.438755","Oyster","Shellfish"
50,"14252c","Add to Cart",10,"2020-02-26 01:25:18.023208","Oyster","Shellfish"
50,"14252c","Page View",11,"2020-02-26 01:25:35.320502","Checkout",NULL
50,"14252c","Purchase",12,"2020-02-26 01:25:48.126872","Confirmation",NULL
231,"b20635","Page View",1,"2020-02-26 06:51:04.206145","Home Page",NULL
231,"b20635","Page View",2,"2020-02-26 06:51:28.774772","All Products",NULL
231,"b20635","Page View",3,"2020-02-26 06:51:55.494969","Salmon","Fish"
231,"b20635","Page View",4,"2020-02-26 06:52:01.188841","Kingfish","Fish"
231,"b20635","Page View",5,"2020-02-26 06:52:56.894897","Black Truffle","Luxury"
231,"b20635","Add to Cart",6,"2020-02-26 06:53:54.98129","Black Truffle","Luxury"
231,"b20635","Page View",7,"2020-02-26 06:54:06.642868","Abalone","Shellfish"
231,"b20635","Page View",8,"2020-02-26 06:55:05.79571","Lobster","Shellfish"
231,"b20635","Add to Cart",9,"2020-02-26 06:55:46.310414","Lobster","Shellfish"
231,"b20635","Page View",10,"2020-02-26 06:56:09.351289","Crab","Shellfish"
231,"b20635","Page View",11,"2020-02-26 06:56:49.495986","Oyster","Shellfish"
231,"b20635","Add to Cart",12,"2020-02-26 06:56:54.5102","Oyster","Shellfish"
231,"b20635","Page View",13,"2020-02-26 06:57:22.716964","Checkout",NULL
231,"b20635","Purchase",14,"2020-02-26 06:57:57.920492","Confirmation",NULL
66,"b4840b","Page View",1,"2020-02-26 02:36:30.536632","Home Page",NULL
66,"b4840b","Page View",2,"2020-02-26 02:36:46.526428","Kingfish","Fish"
66,"b4840b","Page View",3,"2020-02-26 02:37:45.02396","Black Truffle","Luxury"
66,"b4840b","Page View",4,"2020-02-26 02:37:53.466397","Lobster","Shellfish"
66,"b4840b","Add to Cart",5,"2020-02-26 02:38:20.976121","Lobster","Shellfish"
66,"b4840b","Page View",6,"2020-02-26 02:38:29.024412","Crab","Shellfish"
66,"b4840b","Page View",7,"2020-02-26 02:39:01.862871","Oyster","Shellfish"
66,"b4840b","Page View",8,"2020-02-26 02:39:52.970648","Checkout",NULL
66,"b4840b","Purchase",9,"2020-02-26 02:40:11.703062","Confirmation",NULL
340,"94fe66","Page View",1,"2020-02-22 07:12:20.283813","Home Page",NULL
340,"94fe66","Page View",2,"2020-02-22 07:12:59.290403","All Products",NULL
340,"94fe66","Page View",3,"2020-02-22 07:13:57.912629","Salmon","Fish"
340,"94fe66","Page View",4,"2020-02-22 07:14:00.161302","Crab","Shellfish"
340,"94fe66","Add to Cart",5,"2020-02-22 07:14:06.819238","Crab","Shellfish"
340,"94fe66","Page View",6,"2020-02-22 07:14:17.406415","Checkout",NULL
487,"4f7a98","Page View",1,"2020-01-29 05:27:55.686368","Home Page",NULL
487,"4f7a98","Page View",2,"2020-01-29 05:28:24.424233","All Products",NULL
487,"4f7a98","Page View",3,"2020-01-29 05:28:36.060422","Tuna","Fish"
487,"4f7a98","Add to Cart",4,"2020-01-29 05:28:40.963712","Tuna","Fish"
487,"4f7a98","Page View",5,"2020-01-29 05:29:34.363519","Russian Caviar","Luxury"
487,"4f7a98","Add to Cart",6,"2020-01-29 05:29:46.271242","Russian Caviar","Luxury"
458,"4166c2","Page View",1,"2020-03-22 10:40:01.605181","Home Page",NULL
458,"4166c2","Page View",2,"2020-03-22 10:40:25.424976","Salmon","Fish"
458,"4166c2","Add to Cart",3,"2020-03-22 10:40:32.517111","Salmon","Fish"
458,"4166c2","Page View",4,"2020-03-22 10:41:24.593258","Kingfish","Fish"
458,"4166c2","Add to Cart",5,"2020-03-22 10:42:15.162233","Kingfish","Fish"
458,"4166c2","Page View",6,"2020-03-22 10:42:19.11931","Lobster","Shellfish"
458,"4166c2","Add to Cart",7,"2020-03-22 10:42:29.169716","Lobster","Shellfish"
458,"4166c2","Page View",8,"2020-03-22 10:42:49.431128","Oyster","Shellfish"
458,"4166c2","Add to Cart",9,"2020-03-22 10:43:28.992411","Oyster","Shellfish"
458,"4166c2","Page View",10,"2020-03-22 10:43:48.69155","Checkout",NULL
458,"4166c2","Purchase",11,"2020-03-22 10:44:24.868183","Confirmation",NULL
2,"e26a84","Page View",1,"2020-01-18 16:06:40.90728","Home Page",NULL
2,"e26a84","Page View",2,"2020-01-18 16:07:08.339185","All Products",NULL
2,"e26a84","Page View",3,"2020-01-18 16:07:25.124001","Salmon","Fish"
2,"e26a84","Add to Cart",4,"2020-01-18 16:07:40.865946","Salmon","Fish"
2,"e26a84","Page View",5,"2020-01-18 16:08:11.382285","Kingfish","Fish"
2,"e26a84","Page View",6,"2020-01-18 16:08:55.309487","Oyster","Shellfish"
2,"e26a84","Add to Cart",7,"2020-01-18 16:09:08.730514","Oyster","Shellfish"
2,"e26a84","Page View",8,"2020-01-18 16:09:52.642653","Checkout",NULL
2,"e26a84","Purchase",9,"2020-01-18 16:10:21.545313","Confirmation",NULL
368,"3049db","Page View",1,"2020-01-31 20:40:26.111479","Home Page",NULL
368,"3049db","Page View",2,"2020-01-31 20:40:39.976039","Kingfish","Fish"
368,"3049db","Add to Cart",3,"2020-01-31 20:41:20.189417","Kingfish","Fish"
368,"3049db","Page View",4,"2020-01-31 20:41:58.685808","Russian Caviar","Luxury"
368,"3049db","Add to Cart",5,"2020-01-31 20:42:00.814178","Russian Caviar","Luxury"
368,"3049db","Page View",6,"2020-01-31 20:42:27.379917","Black Truffle","Luxury"
368,"3049db","Add to Cart",7,"2020-01-31 20:43:26.971391","Black Truffle","Luxury"
368,"3049db","Page View",8,"2020-01-31 20:44:26.195053","Abalone","Shellfish"
368,"3049db","Page View",9,"2020-01-31 20:45:01.682523","Lobster","Shellfish"
368,"3049db","Add to Cart",10,"2020-01-31 20:45:48.84766","Lobster","Shellfish"
246,"d8da04","Page View",1,"2020-03-01 15:49:03.911048","Home Page",NULL
246,"d8da04","Page View",2,"2020-03-01 15:49:07.703095","All Products",NULL
246,"d8da04","Page View",3,"2020-03-01 15:49:12.989232","Kingfish","Fish"
246,"d8da04","Page View",4,"2020-03-01 15:49:56.039744","Russian Caviar","Luxury"
246,"d8da04","Add to Cart",5,"2020-03-01 15:50:25.746788","Russian Caviar","Luxury"
246,"d8da04","Page View",6,"2020-03-01 15:50:46.407882","Black Truffle","Luxury"
246,"d8da04","Page View",7,"2020-03-01 15:51:05.399652","Lobster","Shellfish"
246,"d8da04","Add to Cart",8,"2020-03-01 15:51:44.017629","Lobster","Shellfish"
246,"d8da04","Page View",9,"2020-03-01 15:51:52.914636","Crab","Shellfish"
246,"d8da04","Add to Cart",10,"2020-03-01 15:52:09.053799","Crab","Shellfish"
246,"d8da04","Page View",11,"2020-03-01 15:52:49.494153","Oyster","Shellfish"
246,"d8da04","Page View",12,"2020-03-01 15:53:06.977667","Checkout",NULL
246,"d8da04","Purchase",13,"2020-03-01 15:53:55.808769","Confirmation",NULL
75,"3c1bdb","Page View",1,"2020-02-09 07:59:56.414334","Home Page",NULL
75,"3c1bdb","Page View",2,"2020-02-09 08:00:03.93025","All Products",NULL
75,"3c1bdb","Page View",3,"2020-02-09 08:00:57.373286","Salmon","Fish"
75,"3c1bdb","Page View",4,"2020-02-09 08:01:43.656745","Russian Caviar","Luxury"
75,"3c1bdb","Page View",5,"2020-02-09 08:01:55.122918","Oyster","Shellfish"
75,"3c1bdb","Add to Cart",6,"2020-02-09 08:02:01.662625","Oyster","Shellfish"
128,"a7621b","Page View",1,"2020-03-15 12:09:23.237849","Home Page",NULL
128,"a7621b","Page View",2,"2020-03-15 12:09:56.664552","All Products",NULL
128,"a7621b","Page View",3,"2020-03-15 12:09:59.511204","Russian Caviar","Luxury"
128,"a7621b","Add to Cart",4,"2020-03-15 12:10:41.448689","Russian Caviar","Luxury"
128,"a7621b","Page View",5,"2020-03-15 12:11:37.75974","Black Truffle","Luxury"
128,"a7621b","Add to Cart",6,"2020-03-15 12:12:00.100764","Black Truffle","Luxury"
128,"a7621b","Page View",7,"2020-03-15 12:12:06.284649","Lobster","Shellfish"
128,"a7621b","Page View",8,"2020-03-15 12:12:43.341098","Checkout",NULL
128,"a7621b","Purchase",9,"2020-03-15 12:13:01.452173","Confirmation",NULL
166,"6b1932","Page View",1,"2020-04-05 11:26:08.119132","Home Page",NULL
166,"6b1932","Page View",2,"2020-04-05 11:27:01.150497","All Products",NULL
166,"6b1932","Page View",3,"2020-04-05 11:27:45.088313","Salmon","Fish"
166,"6b1932","Add to Cart",4,"2020-04-05 11:28:12.302578","Salmon","Fish"
166,"6b1932","Page View",5,"2020-04-05 11:28:59.798119","Russian Caviar","Luxury"
166,"6b1932","Add to Cart",6,"2020-04-05 11:29:10.797762","Russian Caviar","Luxury"
166,"6b1932","Page View",7,"2020-04-05 11:29:32.22128","Black Truffle","Luxury"
166,"6b1932","Add to Cart",8,"2020-04-05 11:30:29.663384","Black Truffle","Luxury"
166,"6b1932","Page View",9,"2020-04-05 11:31:00.267159","Oyster","Shellfish"
166,"6b1932","Add to Cart",10,"2020-04-05 11:31:54.248427","Oyster","Shellfish"
166,"6b1932","Page View",11,"2020-04-05 11:31:57.215748","Checkout",NULL
142,"383bd1","Page View",1,"2020-03-11 00:55:39.55616","Home Page",NULL
142,"383bd1","Page View",2,"2020-03-11 00:55:52.825914","All Products",NULL
142,"383bd1","Page View",3,"2020-03-11 00:56:33.067159","Salmon","Fish"
142,"383bd1","Page View",4,"2020-03-11 00:57:30.064662","Russian Caviar","Luxury"
142,"383bd1","Page View",5,"2020-03-11 00:58:13.261678","Black Truffle","Luxury"
142,"383bd1","Page View",6,"2020-03-11 00:58:47.531127","Lobster","Shellfish"
142,"383bd1","Add to Cart",7,"2020-03-11 00:59:07.9502","Lobster","Shellfish"
142,"383bd1","Page View",8,"2020-03-11 00:59:51.45994","Oyster","Shellfish"
142,"383bd1","Page View",9,"2020-03-11 01:00:30.372768","Checkout",NULL
142,"383bd1","Purchase",10,"2020-03-11 01:00:46.89697","Confirmation",NULL
410,"7f6f55","Page View",1,"2020-03-12 12:34:18.81668","Home Page",NULL
410,"7f6f55","Page View",2,"2020-03-12 12:35:09.123778","All Products",NULL
410,"7f6f55","Page View",3,"2020-03-12 12:35:13.332403","Lobster","Shellfish"
410,"7f6f55","Page View",4,"2020-03-12 12:35:37.398089","Crab","Shellfish"
152,"452f03","Page View",1,"2020-03-29 19:08:47.333303","Home Page",NULL
152,"452f03","Page View",2,"2020-03-29 19:09:38.869681","All Products",NULL
152,"452f03","Page View",3,"2020-03-29 19:10:32.211331","Salmon","Fish"
152,"452f03","Add to Cart",4,"2020-03-29 19:10:41.684674","Salmon","Fish"
152,"452f03","Page View",5,"2020-03-29 19:11:09.178982","Kingfish","Fish"
152,"452f03","Page View",6,"2020-03-29 19:11:16.907212","Abalone","Shellfish"
152,"452f03","Add to Cart",7,"2020-03-29 19:11:33.579996","Abalone","Shellfish"
152,"452f03","Page View",8,"2020-03-29 19:12:21.08399","Crab","Shellfish"
152,"452f03","Page View",9,"2020-03-29 19:13:09.968473","Checkout",NULL
152,"452f03","Purchase",10,"2020-03-29 19:13:46.570553","Confirmation",NULL
355,"1449ba","Page View",1,"2020-02-06 09:17:49.657518","Home Page",NULL
355,"1449ba","Page View",2,"2020-02-06 09:17:49.845958","Salmon","Fish"
355,"1449ba","Page View",3,"2020-02-06 09:18:44.918032","Tuna","Fish"
355,"1449ba","Add to Cart",4,"2020-02-06 09:19:03.420906","Tuna","Fish"
355,"1449ba","Page View",5,"2020-02-06 09:19:36.357649","Black Truffle","Luxury"
355,"1449ba","Add to Cart",6,"2020-02-06 09:20:32.999534","Black Truffle","Luxury"
355,"1449ba","Page View",7,"2020-02-06 09:20:39.710975","Abalone","Shellfish"
355,"1449ba","Add to Cart",8,"2020-02-06 09:20:42.805739","Abalone","Shellfish"
355,"1449ba","Page View",9,"2020-02-06 09:21:15.614545","Crab","Shellfish"
355,"1449ba","Page View",10,"2020-02-06 09:21:53.806351","Oyster","Shellfish"
359,"eb094d","Page View",1,"2020-03-17 15:39:24.847332","Home Page",NULL
359,"eb094d","Page View",2,"2020-03-17 15:39:33.457822","All Products",NULL
359,"eb094d","Page View",3,"2020-03-17 15:40:24.374397","Salmon","Fish"
359,"eb094d","Add to Cart",4,"2020-03-17 15:41:21.269716","Salmon","Fish"
359,"eb094d","Page View",5,"2020-03-17 15:41:49.971234","Kingfish","Fish"
359,"eb094d","Page View",6,"2020-03-17 15:42:38.544859","Black Truffle","Luxury"
359,"eb094d","Page View",7,"2020-03-17 15:43:02.439493","Oyster","Shellfish"
359,"eb094d","Add to Cart",8,"2020-03-17 15:43:44.470657","Oyster","Shellfish"
193,"b093e6","Page View",1,"2020-03-14 13:39:13.732006","Home Page",NULL
193,"b093e6","Page View",2,"2020-03-14 13:39:19.48643","Salmon","Fish"
193,"b093e6","Add to Cart",3,"2020-03-14 13:39:45.439717","Salmon","Fish"
193,"b093e6","Page View",4,"2020-03-14 13:40:33.669618","Russian Caviar","Luxury"
193,"b093e6","Add to Cart",5,"2020-03-14 13:40:47.753808","Russian Caviar","Luxury"
193,"b093e6","Page View",6,"2020-03-14 13:41:01.226783","Black Truffle","Luxury"
193,"b093e6","Page View",7,"2020-03-14 13:41:59.637022","Abalone","Shellfish"
193,"b093e6","Page View",8,"2020-03-14 13:42:10.531156","Crab","Shellfish"
193,"b093e6","Add to Cart",9,"2020-03-14 13:42:40.768466","Crab","Shellfish"
453,"69b770","Page View",1,"2020-02-11 20:28:16.686429","Home Page",NULL
453,"69b770","Page View",2,"2020-02-11 20:28:38.272349","Kingfish","Fish"
453,"69b770","Add to Cart",3,"2020-02-11 20:29:18.845708","Kingfish","Fish"
453,"69b770","Page View",4,"2020-02-11 20:29:51.068207","Abalone","Shellfish"
453,"69b770","Page View",5,"2020-02-11 20:30:41.772608","Lobster","Shellfish"
453,"69b770","Add to Cart",6,"2020-02-11 20:31:11.048155","Lobster","Shellfish"
453,"69b770","Page View",7,"2020-02-11 20:31:26.759275","Oyster","Shellfish"
453,"69b770","Page View",8,"2020-02-11 20:32:22.475141","Checkout",NULL
453,"69b770","Purchase",9,"2020-02-11 20:33:00.913281","Confirmation",NULL
186,"79393d","Page View",1,"2020-03-30 16:34:58.42557","Home Page",NULL
186,"79393d","Page View",2,"2020-03-30 16:35:42.567349","All Products",NULL
186,"79393d","Page View",3,"2020-03-30 16:35:59.507114","Salmon","Fish"
186,"79393d","Add to Cart",4,"2020-03-30 16:36:07.212279","Salmon","Fish"
186,"79393d","Page View",5,"2020-03-30 16:36:15.958206","Russian Caviar","Luxury"
186,"79393d","Page View",6,"2020-03-30 16:36:44.675118","Black Truffle","Luxury"
186,"79393d","Add to Cart",7,"2020-03-30 16:37:28.139547","Black Truffle","Luxury"
186,"79393d","Page View",8,"2020-03-30 16:37:46.172211","Lobster","Shellfish"
186,"79393d","Page View",9,"2020-03-30 16:37:49.874926","Crab","Shellfish"
186,"79393d","Page View",10,"2020-03-30 16:38:07.60759","Checkout",NULL
186,"79393d","Purchase",11,"2020-03-30 16:38:47.461605","Confirmation",NULL
177,"efe4d9","Page View",1,"2020-03-11 06:17:00.764606","Home Page",NULL
177,"efe4d9","Page View",2,"2020-03-11 06:18:00.745212","All Products",NULL
177,"efe4d9","Page View",3,"2020-03-11 06:18:57.536213","Salmon","Fish"
177,"efe4d9","Page View",4,"2020-03-11 06:19:10.000989","Tuna","Fish"
177,"efe4d9","Add to Cart",5,"2020-03-11 06:19:15.566712","Tuna","Fish"
177,"efe4d9","Page View",6,"2020-03-11 06:19:47.126679","Russian Caviar","Luxury"
177,"efe4d9","Add to Cart",7,"2020-03-11 06:20:26.964288","Russian Caviar","Luxury"
177,"efe4d9","Page View",8,"2020-03-11 06:21:21.145993","Abalone","Shellfish"
177,"efe4d9","Add to Cart",9,"2020-03-11 06:22:02.965931","Abalone","Shellfish"
177,"efe4d9","Page View",10,"2020-03-11 06:22:23.088104","Lobster","Shellfish"
177,"efe4d9","Add to Cart",11,"2020-03-11 06:22:44.454032","Lobster","Shellfish"
177,"efe4d9","Page View",12,"2020-03-11 06:23:24.101687","Crab","Shellfish"
177,"efe4d9","Page View",13,"2020-03-11 06:23:38.887896","Oyster","Shellfish"
177,"efe4d9","Page View",14,"2020-03-11 06:24:05.968921","Checkout",NULL
177,"efe4d9","Purchase",15,"2020-03-11 06:24:27.283308","Confirmation",NULL
110,"ab380d","Page View",1,"2020-03-02 02:28:10.63143","Home Page",NULL
110,"ab380d","Page View",2,"2020-03-02 02:28:31.597956","All Products",NULL
110,"ab380d","Page View",3,"2020-03-02 02:29:08.010306","Salmon","Fish"
110,"ab380d","Page View",4,"2020-03-02 02:29:18.346286","Tuna","Fish"
110,"ab380d","Page View",5,"2020-03-02 02:29:39.414284","Russian Caviar","Luxury"
110,"ab380d","Add to Cart",6,"2020-03-02 02:30:15.206689","Russian Caviar","Luxury"
110,"ab380d","Page View",7,"2020-03-02 02:30:25.386677","Abalone","Shellfish"
110,"ab380d","Add to Cart",8,"2020-03-02 02:31:19.390019","Abalone","Shellfish"
110,"ab380d","Page View",9,"2020-03-02 02:31:59.680226","Crab","Shellfish"
145,"fdd629","Page View",1,"2020-02-03 04:02:09.125453","Home Page",NULL
145,"fdd629","Page View",2,"2020-02-03 04:02:44.889521","All Products",NULL
145,"fdd629","Page View",3,"2020-02-03 04:02:58.560015","Russian Caviar","Luxury"
145,"fdd629","Page View",4,"2020-02-03 04:02:58.814887","Black Truffle","Luxury"
145,"fdd629","Add to Cart",5,"2020-02-03 04:03:46.376461","Black Truffle","Luxury"
145,"fdd629","Page View",6,"2020-02-03 04:03:51.398755","Checkout",NULL
145,"fdd629","Purchase",7,"2020-02-03 04:04:33.047732","Confirmation",NULL
27,"e4eb9f","Page View",1,"2020-02-24 16:16:38.693868","Home Page",NULL
27,"e4eb9f","Page View",2,"2020-02-24 16:17:12.386945","All Products",NULL
27,"e4eb9f","Page View",3,"2020-02-24 16:17:54.650118","Salmon","Fish"
27,"e4eb9f","Page View",4,"2020-02-24 16:18:47.3398","Black Truffle","Luxury"
27,"e4eb9f","Add to Cart",5,"2020-02-24 16:19:22.207463","Black Truffle","Luxury"
27,"e4eb9f","Page View",6,"2020-02-24 16:19:38.988737","Lobster","Shellfish"
27,"e4eb9f","Page View",7,"2020-02-24 16:20:31.740556","Crab","Shellfish"
27,"e4eb9f","Page View",8,"2020-02-24 16:21:09.437467","Oyster","Shellfish"
27,"e4eb9f","Add to Cart",9,"2020-02-24 16:21:36.396006","Oyster","Shellfish"
27,"e4eb9f","Page View",10,"2020-02-24 16:22:36.385673","Checkout",NULL
27,"e4eb9f","Purchase",11,"2020-02-24 16:23:16.377649","Confirmation",NULL
496,"3663aa","Page View",1,"2020-02-20 18:27:44.18216","Home Page",NULL
496,"3663aa","Page View",2,"2020-02-20 18:28:35.566822","All Products",NULL
496,"3663aa","Page View",3,"2020-02-20 18:29:16.783077","Salmon","Fish"
496,"3663aa","Page View",4,"2020-02-20 18:29:25.186539","Abalone","Shellfish"
496,"3663aa","Page View",5,"2020-02-20 18:30:11.314167","Oyster","Shellfish"
496,"3663aa","Add to Cart",6,"2020-02-20 18:30:23.112386","Oyster","Shellfish"
496,"3663aa","Page View",7,"2020-02-20 18:30:46.596712","Checkout",NULL
58,"50dd8e","Page View",1,"2020-02-22 18:16:45.327578","Home Page",NULL
58,"50dd8e","Page View",2,"2020-02-22 18:17:26.900872","All Products",NULL
58,"50dd8e","Page View",3,"2020-02-22 18:18:14.392591","Salmon","Fish"
58,"50dd8e","Add to Cart",4,"2020-02-22 18:18:45.74905","Salmon","Fish"
58,"50dd8e","Page View",5,"2020-02-22 18:18:52.01934","Oyster","Shellfish"
58,"50dd8e","Add to Cart",6,"2020-02-22 18:19:45.365806","Oyster","Shellfish"
58,"50dd8e","Page View",7,"2020-02-22 18:19:45.512228","Checkout",NULL
294,"b169dc","Page View",1,"2020-03-03 11:34:55.437755","Home Page",NULL
294,"b169dc","Page View",2,"2020-03-03 11:35:32.367635","All Products",NULL
294,"b169dc","Page View",3,"2020-03-03 11:35:56.599811","Salmon","Fish"
294,"b169dc","Page View",4,"2020-03-03 11:36:50.884035","Kingfish","Fish"
294,"b169dc","Page View",5,"2020-03-03 11:37:35.805518","Russian Caviar","Luxury"
294,"b169dc","Page View",6,"2020-03-03 11:38:15.32256","Black Truffle","Luxury"
294,"b169dc","Add to Cart",7,"2020-03-03 11:38:33.633623","Black Truffle","Luxury"
294,"b169dc","Page View",8,"2020-03-03 11:38:51.417703","Abalone","Shellfish"
294,"b169dc","Add to Cart",9,"2020-03-03 11:39:47.160844","Abalone","Shellfish"
294,"b169dc","Page View",10,"2020-03-03 11:40:46.799793","Crab","Shellfish"
294,"b169dc","Page View",11,"2020-03-03 11:41:39.036751","Checkout",NULL
294,"b169dc","Purchase",12,"2020-03-03 11:41:51.774843","Confirmation",NULL
229,"b320f3","Page View",1,"2020-02-02 02:08:38.357891","Home Page",NULL
229,"b320f3","Page View",2,"2020-02-02 02:09:18.458016","Salmon","Fish"
229,"b320f3","Add to Cart",3,"2020-02-02 02:09:38.737401","Salmon","Fish"
229,"b320f3","Page View",4,"2020-02-02 02:09:48.822083","Kingfish","Fish"
229,"b320f3","Page View",5,"2020-02-02 02:10:08.11241","Tuna","Fish"
229,"b320f3","Page View",6,"2020-02-02 02:10:10.153134","Black Truffle","Luxury"
229,"b320f3","Add to Cart",7,"2020-02-02 02:11:01.281366","Black Truffle","Luxury"
229,"b320f3","Page View",8,"2020-02-02 02:11:07.784674","Lobster","Shellfish"
229,"b320f3","Page View",9,"2020-02-02 02:11:33.412198","Checkout",NULL
481,"412612","Page View",1,"2020-02-19 11:07:51.32208","Home Page",NULL
481,"412612","Page View",2,"2020-02-19 11:08:29.846252","All Products",NULL
481,"412612","Page View",3,"2020-02-19 11:08:39.367275","Salmon","Fish"
481,"412612","Page View",4,"2020-02-19 11:09:31.298196","Tuna","Fish"
481,"412612","Page View",5,"2020-02-19 11:10:09.672952","Russian Caviar","Luxury"
481,"412612","Add to Cart",6,"2020-02-19 11:10:12.799906","Russian Caviar","Luxury"
481,"412612","Page View",7,"2020-02-19 11:10:26.086159","Abalone","Shellfish"
481,"412612","Page View",8,"2020-02-19 11:10:30.047599","Lobster","Shellfish"
481,"412612","Add to Cart",9,"2020-02-19 11:10:47.324839","Lobster","Shellfish"
481,"412612","Page View",10,"2020-02-19 11:10:58.213743","Crab","Shellfish"
481,"412612","Add to Cart",11,"2020-02-19 11:11:11.879919","Crab","Shellfish"
481,"412612","Page View",12,"2020-02-19 11:11:12.006333","Checkout",NULL
481,"412612","Purchase",13,"2020-02-19 11:11:33.273311","Confirmation",NULL
438,"c2e381","Page View",1,"2020-01-30 11:39:23.124908","Home Page",NULL
438,"c2e381","Page View",2,"2020-01-30 11:39:50.049486","All Products",NULL
438,"c2e381","Page View",3,"2020-01-30 11:40:16.902573","Russian Caviar","Luxury"
438,"c2e381","Add to Cart",4,"2020-01-30 11:40:26.190703","Russian Caviar","Luxury"
438,"c2e381","Page View",5,"2020-01-30 11:40:40.769931","Black Truffle","Luxury"
438,"c2e381","Page View",6,"2020-01-30 11:41:00.479804","Abalone","Shellfish"
438,"c2e381","Page View",7,"2020-01-30 11:41:51.567124","Oyster","Shellfish"
438,"c2e381","Add to Cart",8,"2020-01-30 11:42:51.162527","Oyster","Shellfish"
438,"c2e381","Page View",9,"2020-01-30 11:43:03.088065","Checkout",NULL
382,"e93277","Page View",1,"2020-01-24 15:52:44.908132","Home Page",NULL
382,"e93277","Page View",2,"2020-01-24 15:53:24.523004","All Products",NULL
382,"e93277","Page View",3,"2020-01-24 15:54:03.005853","Salmon","Fish"
382,"e93277","Page View",4,"2020-01-24 15:54:36.675","Kingfish","Fish"
382,"e93277","Page View",5,"2020-01-24 15:54:52.819511","Tuna","Fish"
382,"e93277","Page View",6,"2020-01-24 15:55:24.191958","Lobster","Shellfish"
382,"e93277","Add to Cart",7,"2020-01-24 15:55:34.470139","Lobster","Shellfish"
382,"e93277","Page View",8,"2020-01-24 15:56:30.484565","Oyster","Shellfish"
382,"e93277","Add to Cart",9,"2020-01-24 15:57:14.386643","Oyster","Shellfish"
258,"53a68f","Page View",1,"2020-03-21 20:06:00.814784","Home Page",NULL
258,"53a68f","Page View",2,"2020-03-21 20:06:56.192134","All Products",NULL
258,"53a68f","Page View",3,"2020-03-21 20:07:27.005927","Salmon","Fish"
258,"53a68f","Add to Cart",4,"2020-03-21 20:07:39.496115","Salmon","Fish"
258,"53a68f","Page View",5,"2020-03-21 20:08:28.323461","Black Truffle","Luxury"
258,"53a68f","Page View",6,"2020-03-21 20:08:35.698215","Crab","Shellfish"
258,"53a68f","Add to Cart",7,"2020-03-21 20:09:08.694103","Crab","Shellfish"
258,"53a68f","Page View",8,"2020-03-21 20:09:31.067713","Checkout",NULL
483,"f29e43","Page View",1,"2020-01-09 02:07:26.473594","Home Page",NULL
483,"f29e43","Page View",2,"2020-01-09 02:07:33.578628","All Products",NULL
483,"f29e43","Page View",3,"2020-01-09 02:08:21.672918","Russian Caviar","Luxury"
483,"f29e43","Page View",4,"2020-01-09 02:09:17.526415","Black Truffle","Luxury"
483,"f29e43","Page View",5,"2020-01-09 02:10:03.402152","Abalone","Shellfish"
483,"f29e43","Page View",6,"2020-01-09 02:10:09.463529","Lobster","Shellfish"
483,"f29e43","Page View",7,"2020-01-09 02:10:21.710544","Crab","Shellfish"
483,"f29e43","Page View",8,"2020-01-09 02:10:58.609238","Oyster","Shellfish"
483,"f29e43","Add to Cart",9,"2020-01-09 02:11:48.566859","Oyster","Shellfish"
483,"f29e43","Page View",10,"2020-01-09 02:12:38.576568","Checkout",NULL
483,"f29e43","Purchase",11,"2020-01-09 02:13:33.561019","Confirmation",NULL
405,"be8bab","Page View",1,"2020-01-30 03:07:54.650059","Home Page",NULL
405,"be8bab","Page View",2,"2020-01-30 03:07:58.413594","All Products",NULL
405,"be8bab","Page View",3,"2020-01-30 03:08:10.712572","Salmon","Fish"
405,"be8bab","Page View",4,"2020-01-30 03:09:02.361864","Kingfish","Fish"
405,"be8bab","Page View",5,"2020-01-30 03:09:21.309624","Russian Caviar","Luxury"
405,"be8bab","Add to Cart",6,"2020-01-30 03:09:55.4598","Russian Caviar","Luxury"
405,"be8bab","Page View",7,"2020-01-30 03:10:37.217265","Abalone","Shellfish"
405,"be8bab","Page View",8,"2020-01-30 03:10:46.446675","Lobster","Shellfish"
405,"be8bab","Page View",9,"2020-01-30 03:11:39.474432","Oyster","Shellfish"
405,"be8bab","Page View",10,"2020-01-30 03:11:45.819432","Checkout",NULL
405,"be8bab","Purchase",11,"2020-01-30 03:11:56.516756","Confirmation",NULL
84,"1b088c","Page View",1,"2020-03-21 23:13:54.441161","Home Page",NULL
84,"1b088c","Page View",2,"2020-03-21 23:14:39.617298","All Products",NULL
84,"1b088c","Page View",3,"2020-03-21 23:15:20.49061","Salmon","Fish"
